ctmsId,externalId,namespace,contentType,createdAt,sourceLanguage,sourceText,targetLanguage,enReferenceTranslation,targetText,contentId,translationProvider,productViewCount,productRevenue,productURL,Evaluation,Root Cause,Comment,arabic_percentage
product-core_content-description_975266017_1,975266017_1,product-core,content-description,2025-08-20 11:24:03.396022 UTC,tr-tr,Orijinal U.; S.; Polo Assn.; Beyaz Sneaker,ar-ae,Original u.; s.; polo assn. White sneaker,الأصلي يو.؛ س.؛ بولو أسن. حذاء رياضي أبيض,975266017,Alibaba,8578576.0,81632,https://www.trendyol.com/ar/pname-p-975266017,OK,,,106.89655172413792
product-core_content-name_945319445_1,945319445_1,product-core,content-name,2025-06-16 14:19:22.195532 UTC,tr-tr,Flyer Lite 3 Erkek Koşu Ayakkabısı 31079704 Renkli,ar-ae,Flyer Lite 3 Men's Running Shoes 31079704 Colorful,حذاء الجري فلاير لايت 3 للرجال 31079704 ملون,945319445,Alibaba,26504736.0,79655,https://www.trendyol.com/ar/pname-p-945319445,OK,,,75.67567567567568
prod-qna_prod-qna_236476744_288630549_q,236476744_288630549_q,prod-qna,prod-qna,2025-06-17 14:00:30.638065 UTC,tr-tr,merhaba 4 adet perde almak istiyorum.pileli olacak. nasıl verebilirim size ölçüyü,ar-ae,"Hello, I want to buy 4 curtains. They will be pleated. How can I give you the measurement?",مرحبا أريد شراء 4 ستائر ستكون مطوية. كيف يمكنني أن أعطيك القياس؟,236476744,Alibaba,,78742,https://www.trendyol.com/ar/pname-p-236476744,OK,,,100.0
product-core_content-description_886838060_1,886838060_1,product-core,content-description,2025-08-27 19:58:00.428130 UTC,tr-tr,Flyer Lite 3 Koşu & Antrenman Ayakkabısı,ar-ae,Flyer Lite 3 Running & Training Shoes,حذاء الجري والتدريب Flyer Lite 3,886838060,Alibaba,4049575.0,78299,https://www.trendyol.com/ar/pname-p-886838060,OK,,,62.96296296296296
product-core_content-name_458839091_1,458839091_1,product-core,content-name,2025-02-11 22:45:10.866672 UTC,tr-tr,Smash 3.0 Sneaker,ar-ae,Smash 3.0 Sneakers,حذاء رياضي سماش 3.0,458839091,Alibaba,1579901.0,93780,https://www.trendyol.com/ar/pname-p-458839091,OK,,,86.66666666666667
product-core_content-name_903022453_35,903022453_35,product-core,content-name,2025-04-08 08:28:31.189435 UTC,tr-tr,Kadın Taş Kruvaze Yaka Çizgili Kendinden Kuşaklı Tulum ALC-X13800,ar-ae,,بذلة نسائية ذات ياقة مزدوجة الصدر ومخططة بحزام ذاتي ALC-X13800,903022453,,,26628,,OK,,,82.6923076923077
product-core_content-name_348322272_1,348322272_1,product-core,content-name,2024-04-18 12:51:31.399566 UTC,tr-tr,Kadın Orta Kırmızı Oversize Uzun Basic Gömlek DD00842,ar-ae,Women's Medium Red Oversize Long Basic Shirt DD00842,قميص نسائي أساسي طويل متوسط الحجم باللون الأحمر DD00842,348322272,Alibaba,20022760.0,41269,https://www.trendyol.com/ar/pname-p-348322272,Not OK,Terminology,,85.1063829787234
prod-qna_prod-qna_89234147_340713825_a,89234147_340713825_a,prod-qna,prod-qna,2025-08-19 22:21:30.432323 UTC,tr-tr,"Merhaba, ürünün kol boyu 53 cm'dir. İlginiz için teşekkür ederiz.",ar-ae,"Hello, the arm length of the product is 53 cm. Thank you for your interest.",مرحبًا، طول أكمام المنتج 53 سم. شكرا لك على اهتمامك.,89234147,Alibaba,38594961.0,82297,https://www.trendyol.com/ar/pname-p-89234147,OK,,,100.0
product-core_content-name_920741442_35,920741442_35,product-core,content-name,2025-03-18 08:43:46.443113 UTC,tr-tr,AE Long-Sleeve Linen-Blend Button-Up Shirt,ar-ae,,قميص AE بأكمام طويلة ومزود بأزرار,920741442,,,94854,,Not OK,قميص يحتوي على الكتان، بأكمام طويلة ومزود بأزرار من AE,,92.85714285714286
product-core_content-name_898634434_1,898634434_1,product-core,content-name,2025-02-17 11:35:33.414170 UTC,tr-tr,Bordo-Gri-Lacivert 3'lü Paket Slim/Dar Kesim Basic %100 Pamuk Tok Kumaş T-shirt TMNSS19BO0007,ar-ae,Burgundy-Grey-Navy Blue 3 Pack Slim/Narrow Cut Basic 100% Cotton T-Shirts Tmnss19Bo0007,تي شيرت أساسي مصنوع من القطن بنسبة 100% باللون العنابي والرمادي والأزرق الداكن مكون من 3 قطع TMNSS19BO0007,898634434,Alibaba,3905083.0,7127,https://www.trendyol.com/ar/pname-p-898634434,Not OK,Accuracy,,80.68181818181817
ugc-rr_customer-review_237611091_6380007,237611091_6380007,ugc-rr,customer-review,2025-06-14 22:32:59.922244 UTC,tr-tr,Begendimm.,ar-ae,I like it.,أحبها.,237611091,Alibaba,,32573,https://www.trendyol.com/ar/pname-p-237611091,OK,,,100.0
product-core_content-name_711562195_35,711562195_35,product-core,content-name,2025-04-04 11:14:11.525154 UTC,tr-tr,Uncertaın Erkek Comfort Fit Vanilya Şort & Bermuda,ar-ae,,شورت برمودا وفانيليا مناسب للرجال من Uncertaın,711562195,,,34581,,Not OK,,Incorrect translation,77.5
product-core_content-name_896774944_35,896774944_35,product-core,content-name,2025-02-12 19:16:28.813388 UTC,tr-tr,Vegan Deri Bozuk Para Gözlü Bol Kartlıklı Mini Leopar Desen Kahverengi Kadın Cüzdanı,ar-ae,,محفظة نسائية بنية اللون من الجلد النباتي مع الكثير من حامل البطاقات ونمط الفهد النباتي,896774944,,,78065,,Not OK,,,100.0
product-core_content-name_920741429_35,920741429_35,product-core,content-name,2025-03-18 08:43:46.429706 UTC,tr-tr,AE Weekend Vibes Long-Sleeve Button-Up Shirt,ar-ae,,قميص AE Weekend Vibes بأكمام طويلة وأزرار,920741429,,,71418,,OK,,,60.0
product-core_content-name_948358235_1,948358235_1,product-core,content-name,2025-06-25 08:39:27.559028 UTC,tr-tr,Erkek Günlük Ayakkabı Beyaz 37112803 Anzarun Lite,ar-ae,Men's Casual Shoes White37112803 Anzarun Lite,حذاء كاجوال رجالي باللون الأبيض37112803 أنزارون لايت,948358235,Alibaba,2525699.0,68651,https://www.trendyol.com/ar/pname-p-948358235,OK,,,82.6086956521739
prod-qna_prod-qna_34721879_298716167_q,34721879_298716167_q,prod-qna,prod-qna,2025-06-17 17:57:08.626790 UTC,tr-tr,kumaşı esneme yapar mı .. fişe olduğu için,ar-ae,Does it stretch the fabric? Because it is plugged in,هل يمتد القماش لأنه مثبت؟,34721879,Alibaba,26504736.0,98616,https://www.trendyol.com/ar/pname-p-34721879,OK,,,105.0
prod-qna_prod-qna_34721879_319940223_a,34721879_319940223_a,prod-qna,prod-qna,2025-06-16 08:23:35.958547 UTC,tr-tr,"Merhaba, ürün tam kalıptır. İlginiz için teşekkür ederiz.",ar-ae,"Hello, the product is a perfect fit. Thank you for your interest.",مرحبا، المنتج مثالي. شكرا لك على اهتمامك.,34721879,Alibaba,26504736.0,13243,https://www.trendyol.com/ar/pname-p-34721879,OK,,,103.125
prod-qna_prod-qna_42639036_340459884_q,42639036_340459884_q,prod-qna,prod-qna,2025-08-18 22:14:20.788860 UTC,tr-tr,merhaba 1.60 boy kalçayı kapatır mi,ar-ae,"Hello, I am 1.60 tall. Does it cover the hips?",مرحبا، طولي 1.60، هل يغطي الوركين؟,42639036,Alibaba,26374292.0,42860,https://www.trendyol.com/ar/pname-p-42639036,OK,,,100.0
prod-qna_prod-qna_42713792_304463652_q,42713792_304463652_q,prod-qna,prod-qna,2025-04-19 21:49:11.385151 UTC,tr-tr,Merhaba.Taban kauçuk mu yada salon sporları için uygunmudur,ar-ae,,السلام عليكم هل النعل مطاط أم مناسب للرياضات الداخلية؟,42713792,,,78836,,OK,,,102.22222222222221
prod-qna_prod-qna_42737001_194977842_a,42737001_194977842_a,prod-qna,prod-qna,2025-06-17 15:08:29.995867 UTC,tr-tr,"Merhaba, 41,5 numara 26 cmdir.İyi günler dileriz.",ar-ae,"Hello, size 41.5 is 26 cm. We wish you a good day.",مرحبا مقاس 41.5 هو 26 سم نتمنى لكم يوم سعيد.,42737001,Alibaba,26504736.0,64641,https://www.trendyol.com/ar/pname-p-42737001,OK,,,84.84848484848484
product-core_content-name_902983550_35,902983550_35,product-core,content-name,2025-02-28 13:50:51.937400 UTC,tr-tr,NKN CLUB TEE & SHORT SET,ar-ae,,تيشيرت وشورت NKN CLUB,902983550,,,63736,,OK,,,61.111111111111114
ugc-rr_customer-review_926339712_22720927,926339712_22720927,ugc-rr,customer-review,2025-06-06 22:47:56.777468 UTC,tr-tr,Hemen takıp bi denemek istedim ölçüler ve kalite mükemmel,ar-ae,"I wanted to put it on and try it right away, the dimensions and quality are perfect.",أردت أن أرتديه على الفور وأجربه، فالقياسات والجودة مثالية.,926339712,Alibaba,,98219,https://www.trendyol.com/ar/pname-p-926339712,OK,,,102.08333333333333
product-core_content-name_458839177_36,458839177_36,product-core,content-name,2025-07-01 11:49:55.864167 UTC,tr-tr,Erkek Sneaker Ayakkabı Smash 3.0 L 39098702,ar-ae,Men's Sneaker Shoes Smash 3.0 L 39098702,حذاء رياضي للرجال سماش 3.0 لتر 39098702,458839177,Alibaba,1493165.0,33783,https://www.trendyol.com/ar/pname-p-458839177,Not OK,Terminology,,68.75
product-core_content-name_275203498_1,275203498_1,product-core,content-name,2025-06-25 10:29:01.129458 UTC,tr-tr,Genleşme Şişe Hortumu Opel Astra H-zafıra B 1.4-1.6-1.8-2.2,ar-ae,Expansion Bottle Hose Opel Astra H-zafira B 1.4-1.6-1.8-2.2,خرطوم زجاجة التمدد أوبل أسترا H-Zafira B 1.4-1.6-1.8-1.8-2.2,275203498,DeepL,,39854,https://www.trendyol.com/ar/pname-p-275203498,OK,,,58.139534883720934
product-core_content-name_941977890_1,941977890_1,product-core,content-name,2025-06-02 12:16:17.660097 UTC,tr-tr,Çift Cepli Poplin Elbise Lacivert,ar-ae,Double Pocket Poplin Dress Navy Blue,فستان بوبلين بجيب مزدوج باللون الأزرق الداكن,941977890,Alibaba,,54790,https://www.trendyol.com/ar/pname-p-941977890,OK,,,100.0
product-core_content-name_945276224_1,945276224_1,product-core,content-name,2025-06-16 12:33:47.862193 UTC,tr-tr,Statik Kağıt Boy Ölçer (Model-8) 48 CM X 160 CM HNZRN,ar-ae,Static Paper Size Gauge (Model-8) 48 cm X 160 cm Hnzrn,مقياس طول الورق الثابت (موديل-8) 48 سم × 160 سم HNZRN,945276224,Alibaba,,56507,https://www.trendyol.com/ar/pname-p-945276224,OK,,,71.7948717948718
product-core_content-name_957301607_1,957301607_1,product-core,content-name,2025-07-16 13:04:38.337790 UTC,tr-tr,- Önü Yazı Detaylı Basic T-Shirt-Siyah,ar-ae,- Basic T-Shirt with Text Detail on the Front-Black,- تي شيرت أساسي بتفاصيل نص أمامي - أسود,957301607,Alibaba,4358529.0,41486,https://www.trendyol.com/ar/pname-p-957301607,Not OK,Accuracy,,100.0
ugc-rr_customer-review_746100682_48778138,746100682_48778138,ugc-rr,customer-review,2025-07-03 22:51:39.161848 UTC,tr-tr,Tesettürlüyüm azıcık uzun olmasını isterdim,ar-ae,"I wear hijab, I wish it was a little longer.",أرتدي الحجاب، وأتمنى أن يكون أطول قليلاً,746100682,Alibaba,20022760.0,78546,https://www.trendyol.com/ar/pname-p-746100682,Not OK,Accuracy,,106.25
product-core_content-description_797365148_49,797365148_49,product-core,content-description,2025-07-01 13:06:37.956426 UTC,tr-tr,Puma Erkek Günlük Ayakkabı Court Classic 39501802,ar-ae,Puma men's casual shoes court classic 39501802,حذاء رجالي يومي من بوما كورت كلاسيك 39501802,797365148,Alibaba,2051752.0,6634,https://www.trendyol.com/ar/pname-p-797365148,OK,,,78.37837837837837
product-core_content-name_945389922_1,945389922_1,product-core,content-name,2025-06-16 20:33:41.803298 UTC,tr-tr,Ebat 80x90 Cm Amerikan Bristol Kağıt Karton 300 gr.Adet :75,ar-ae,Size 80X90 cm American Bristol Paper Cardboard 300 Gr. Quantity: 75,مقاس 80×90 سم ورق بريستول أمريكي كرتون 300 جرام.الكمية:75,945389922,Alibaba,,84023,https://www.trendyol.com/ar/pname-p-945389922,OK,,,80.43478260869566
product-core_content-description_2495438_1,2495438_1,product-core,content-description,2025-07-19 12:07:31.525314 UTC,tr-tr,Kadın Siyah 6'lı Paket Külot Elf568t0635ccm6,ar-ae,Women's Black 6 Pack Panties Elf568T0635Ccm6,سراويل داخلية نسائية سوداء مكونة من 6 قطع Elf568t0635ccm6,2495438,Alibaba,1824502.0,98937,https://www.trendyol.com/ar/pname-p-2495438,OK,,,67.3469387755102
ugc-rr_customer-review_828498459_73517888,828498459_73517888,ugc-rr,customer-review,2025-01-07 21:23:47.075281 UTC,tr-tr,Çok güzel rahat ve orijinal,ar-ae,,جميلة جدًا ومريحة ومبتكرة,828498459,,,2873,,OK,,,104.76190476190477
product-core_content-name_958450324_1,958450324_1,product-core,content-name,2025-07-19 08:42:37.173984 UTC,tr-tr,Duramo Speed 2 W Kadın Koşu Ayakkabısı IF9392 Beyaz,ar-ae,Duramo Speed 2 W Women's Running Shoes If9392 White,حذاء الجري Duramo Speed ​​2 W للنساء IF9392 أبيض,958450324,Alibaba,1367801.0,82198,https://www.trendyol.com/ar/pname-p-958450324,OK,,,50.0
product-core_content-name_843184316_1,843184316_1,product-core,content-name,2025-06-23 13:29:54.423382 UTC,tr-tr,Fıat Albea- 02/05; Arka Kapı Durdurucusu Sağ/sol Aynı (ADET) (KAPI GERGİSİ) 46845412,ar-ae,Fiat Albea- 02/05; Rear Door Stopper Right/Left Same (Qty) (Door Tensioner) 46845412,فيات ألبيا- 02/05؛ مانع الباب الخلفي يمين/يسار نفس (كمية) (شد الباب) 46845412,843184316,Alibaba,,59784,https://www.trendyol.com/ar/pname-p-843184316,OK,,,81.03448275862068
ugc-rr_customer-review_871188917_13770034,871188917_13770034,ugc-rr,customer-review,2025-06-11 22:20:40.080930 UTC,tr-tr,indieim oldukça alıyorum,ar-ae,I'm getting indieim pretty,أحصل على indieim إلى حد كبير,871188917,Alibaba,,23538,https://www.trendyol.com/ar/pname-p-871188917,Not OK,,,69.56521739130434
product-core_content-description_905721850_1,905721850_1,product-core,content-description,2025-05-09 10:19:29.792401 UTC,tr-tr,Anzarun Lite Koşu Ayakkabısı Renkli,ar-ae,Anzarun Lite Running Shoes Colorful,حذاء الجري لايت من أنزارون لايت ملون,905721850,DeepL,4322072.0,41257,https://www.trendyol.com/ar/pname-p-905721850,OK,,,100.0
product-core_content-description_886925789_1,886925789_1,product-core,content-description,2025-06-25 05:15:35.303288 UTC,tr-tr,sh - Döküm Yuvarlak Grill Izgara Tavası Genghis Khan Serisi Çift Kulp ve Silikon Tel Saplı Çap32,ar-ae,Sh - cast round grill grill pan genghis khan series double handle and silicone wire handle diameter32,sh - مقلاة شواء مستديرة من سلسلة جنكيش خان بمقبض مزدوج ومقبض سلكي من السيليكون، قطر 32,886925789,Alibaba,,51359,https://www.trendyol.com/ar/pname-p-886925789,OK,,,95.58823529411765
prod-qna_prod-qna_314204749_89488041_a,314204749_89488041_a,prod-qna,prod-qna,2025-06-17 18:41:33.067766 UTC,tr-tr,evet efendim brillant ürün kasa boru alüminyum ve %100 karartma saglar,ar-ae,"Yes sir, brilliant product, casing pipe is aluminum and provides 100% blackout.",نعم يا سيدي، منتج رائع، العلبة مصنوعة من الألومنيوم وتوفر تعتيم بنسبة 100%.,314204749,Alibaba,,15209,https://www.trendyol.com/ar/pname-p-314204749,OK,,,98.30508474576271
prod-qna_prod-qna_771943581_196046016_a,771943581_196046016_a,prod-qna,prod-qna,2025-06-17 09:56:15.434153 UTC,tr-tr,çocuk kaç yaşında..?,ar-ae,how old is the child..?,كم عمر الطفل..؟,771943581,Alibaba,,6554,https://www.trendyol.com/ar/pname-p-771943581,OK,,,110.00000000000001
prod-qna_prod-qna_35839749_296842210_a,35839749_296842210_a,prod-qna,prod-qna,2025-03-06 11:27:40.432800 UTC,tr-tr,"Merhaba, size uygun olduğunu düşünüyorsanız tercih edebilirsiniz. İlginiz için teşekkür ederiz.",ar-ae,,أهلاً بك، يمكنك اختياره إذا كنت تعتقد أنه مناسب لك. شكرا لك على اهتمامك.,35839749,,,4649,,OK,,,103.63636363636364
product-core_content-name_386260904_1,386260904_1,product-core,content-name,2025-06-25 11:10:54.508815 UTC,tr-tr,Far Fıskiye Kapağı Sağ Doblo Jet 09-15,ar-ae,Headlight Bubbler Cover Right Doblo Jet 09-15,غطاء رأس الرشاش الأيمن Doblo Jet 09-15,386260904,Alibaba,,2680,https://www.trendyol.com/ar/pname-p-386260904,Not OK,,,61.29032258064516
prod-qna_prod-qna_703925101_144682614_q,703925101_144682614_q,prod-qna,prod-qna,2025-06-17 11:51:37.753058 UTC,tr-tr,85c sutyen takıyorum hangi bedeni almaliyim,ar-ae,"I wear a 85c bra, which size should I buy?",أرتدي حمالة صدر 85c، ما هو المقاس الذي يجب أن أشتريه؟,703925101,Alibaba,,83493,https://www.trendyol.com/ar/pname-p-703925101,OK,,,97.5609756097561
product-core_content-name_380669772_1,380669772_1,product-core,content-name,2025-07-22 08:55:35.494813 UTC,tr-tr,Tensaur Hook and Loop Ayakkabı,ar-ae,Tensaur Hook and Loop Shoes,أحذية Tensaur Hook and Loop,380669772,Alibaba,2614642.0,70467,https://www.trendyol.com/ar/pname-p-380669772,Not OK,Accuracy,,21.73913043478261
product-core_content-name_951844298_1,951844298_1,product-core,content-name,2025-07-03 12:31:46.252102 UTC,tr-tr,Puma Shuffle Erkek Günlük Ayakkabı 30966803 Beyaz,ar-ae,Puma Shuffle Men's Casual Shoes30966803 White,بوما شوفل أحذية رجالية عادية30966803 أبيض,951844298,Alibaba,1579901.0,84923,https://www.trendyol.com/ar/pname-p-951844298,Not OK,Accuracy,,77.77777777777779
product-core_content-name_971375833_1,971375833_1,product-core,content-name,2025-08-14 10:35:14.078390 UTC,tr-tr,Skyrocket Lite Erkek Koşu Ayakkabısı,ar-ae,Skyrocket Lite Men's Running Shoes,حذاء الجري Skyrocket Lite للرجال,971375833,Alibaba,24456151.0,35528,https://www.trendyol.com/ar/pname-p-971375833,OK,,,53.57142857142857
ugc-rr_customer-review_133618013_195325786,133618013_195325786,ugc-rr,customer-review,2025-06-17 22:20:10.259378 UTC,tr-tr,Ben beğendim. Merak eden varsa baskı lacivert değil siyah.,ar-ae,"I like it. In case anyone is wondering, the print is black, not navy blue.",أحبها. الطباعة سوداء وليست زرقاء داكنة إذا كان أي شخص يتساءل.,133618013,Alibaba,,46687,https://www.trendyol.com/ar/pname-p-133618013,OK,,,100.0
product-core_content-name_1033373_1,1033373_1,product-core,content-name,2025-08-28 21:13:11.502986 UTC,tr-tr,Chuck Taylor All Star Hi Unisex Siyah Sneaker,ar-ae,Chuck Taylor All Star Hi Unisex Black Sneaker,حذاء تشاك تايلور أول ستار هاي الرياضي باللون الأسود للجنسين,1033373,Alibaba,1152629.0,71153,https://www.trendyol.com/ar/pname-p-1033373,OK,,,100.0
product-core_content-name_949120679_1,949120679_1,product-core,content-name,2025-06-26 17:14:05.545174 UTC,tr-tr,iPhone 14 Plus Uyumlu TLZN Milce Kılıf-Gümüş,ar-ae,iPhone 14 Plus Compatible Tlzn Milce Case-Silver,حافظة TLZN Milce المتوافقة مع هاتف iPhone 14 Plus - فضي,949120679,Alibaba,,35642,https://www.trendyol.com/ar/pname-p-949120679,OK,,,52.27272727272727
product-core_content-description_967606564_1,967606564_1,product-core,content-description,2025-08-07 08:20:04.348847 UTC,tr-tr,Puma Softrıde Mayve Wn S Kadın Koşu Ayakkabısı 31016014 Yeşil,ar-ae,Puma softride fruit wn s women's running shoes 31016014 green,حذاء الجري Puma Softride Fruit Wn S للنساء 31016014 أخضر,967606564,Alibaba,3227551.0,14300,https://www.trendyol.com/ar/pname-p-967606564,OK,,,40.42553191489361
product-core_content-name_886839157_1,886839157_1,product-core,content-name,2025-08-28 10:04:13.991864 UTC,tr-tr,Skyrocket Lite Lacivert Erkek Koşu Ayakkabısı 37943740,ar-ae,Skyrocket Lite Navy Blue Men's Running Shoes 37943740,حذاء الجري Skyrocket Lite باللون الأزرق الداكن للرجال 37943740,886839157,Alibaba,1712523.0,35440,https://www.trendyol.com/ar/pname-p-886839157,OK,,,61.111111111111114
product-core_content-name_945839802_1,945839802_1,product-core,content-name,2025-06-18 07:12:47.605018 UTC,tr-tr,A.Hakı Kadın Omuz Çantası Us24732,ar-ae,A.Haki Women's Shoulder Bag Us24732,حقيبة كتف نسائية من A.Haki Us24732,945839802,Alibaba,1501700.0,62243,https://www.trendyol.com/ar/pname-p-945839802,OK,,,57.14285714285714
product-core_content-name_645606311_1,645606311_1,product-core,content-name,2025-06-25 04:07:00.800700 UTC,tr-tr,755 Fren Hortumu Arka Corsa-b-vectra-b Uyumlu,ar-ae,755 Brake Hose Rear Corsa-B-Vectra-B Compatible,755 خرطوم الفرامل الخلفي Corsa-b-vectra-b متوافق,645606311,Alibaba,,12082,https://www.trendyol.com/ar/pname-p-645606311,OK,,,60.0
product-core_content-name_896541689_35,896541689_35,product-core,content-name,2025-04-08 11:51:06.796581 UTC,tr-tr,Siyah Halter Yaka Yırtmaçlı Uzun Ipek Saten Elbise,ar-ae,,أسود الرسن العنق الشق فستان طويل من الساتان الحرير,896541689,,,83713,,OK,فستان أسود من الحرير الساتان بحمالة عنق وفتحة عالية على مستوى الساق,No meaning,100.0
product-core_content-name_920741462_35,920741462_35,product-core,content-name,2025-03-18 08:43:46.420841 UTC,tr-tr,AE Logo Graphic T-Shirt,ar-ae,,تي شيرت برسومات شعار AE,920741462,,,61413,,Evaluation Blocked,,,89.47368421052632
product-core_content-name_900010719_35,900010719_35,product-core,content-name,2025-02-17 10:51:27.743976 UTC,tr-tr,GRAPHICS Mountain Tee PUMA White,ar-ae,,تي شيرت جرافيك جبل بوما أبيض,900010719,,,32292,,Not OK,,,100.0
prod-qna_prod-qna_89234145_335810251_a,89234145_335810251_a,prod-qna,prod-qna,2025-08-05 23:18:26.405909 UTC,tr-tr,"Merhaba, ürün boyu 75 cm. İlginiz için teşekkür ederiz.",ar-ae,"Hello, product length is 75 cm. Thank you for your interest.",مرحبا، طول المنتج 75 سم. شكرا لك على اهتمامك.,89234145,Alibaba,38594961.0,60360,https://www.trendyol.com/ar/pname-p-89234145,OK,,,97.05882352941177
product-core_content-name_885402544_35,885402544_35,product-core,content-name,2025-04-08 13:02:57.303229 UTC,tr-tr,U.S. Polo Assn. Kız Çocuk Pembe Kapri Takım,ar-ae,,قاعدة. بولو أسن. طقم كابري وردي للبنات,885402544,,,30732,,Not OK,,the translation does not make sense,100.0
product-core_content-description_967606559_1,967606559_1,product-core,content-description,2025-08-07 08:20:04.142219 UTC,tr-tr,PUMA Skyrocket Lıte Elevate Erkek Skyrocket Lıte Elevate 31149402 Renkli,ar-ae,PUMA Skyrocket Lite Elevate Men's Skyrocket Lite Elevate 31149402 Colorful,PUMA Skyrocket Lite Elevate رجال Skyrocket Lite Elevate 31149402 ملون,967606559,ctms-translation-validation,3227551.0,61991,https://www.trendyol.com/ar/pname-p-967606559,Not OK,Accuracy,,13.333333333333334
product-core_content-name_369815330_1,369815330_1,product-core,content-name,2025-03-16 19:08:44.855916 UTC,tr-tr,Açık Mavi Dokuma Plaj Gömleği TBESS22GO0664,ar-ae,Light Blue Woven Beach Shirt Tbess22Go0664,قميص شاطئ منسوج باللون الأزرق الفاتح TBESS22GO0664,369815330,Alibaba,1764000.0,12929,https://www.trendyol.com/ar/pname-p-369815330,OK,,,70.45454545454545
product-core_content-name_944109307_1,944109307_1,product-core,content-name,2025-06-11 16:25:51.633162 UTC,tr-tr,PLAKET BAKIR 150X250 (4767) - VHT4503-6841,ar-ae,Copper Plate 150X250 (4767) - Vht4503-6841,لوحة نحاسية 150X250 (4767) - VHT4503-6841,944109307,Alibaba,,73231,https://www.trendyol.com/ar/pname-p-944109307,OK,,,31.25
product-core_content-name_867696060_1,867696060_1,product-core,content-name,2025-06-26 06:31:30.907739 UTC,tr-tr,nslx GX30K79401 Wireless Kablosuz Compact Mouse Siyah StorewNew 1037065,ar-ae,Nslx Gx30K79401 Wireless Wireless Compact Mouse Black Storewnew 1037065,nslx GX30K79401 ماوس لاسلكي صغير الحجم أسود StorewNew 1037065,867696060,Alibaba,,94847,https://www.trendyol.com/ar/pname-p-867696060,OK,,,43.39622641509434
prod-qna_prod-qna_363321315_169106298_q,363321315_169106298_q,prod-qna,prod-qna,2025-06-16 11:54:09.031530 UTC,tr-tr,1.74 boy 84 kg sizce kaç beden almaliyim,ar-ae,I am 1.74 cm tall and weigh 84 kg. What size do you think I should buy?,طولي 1.74 سم ووزني 84 كجم، ما هو المقاس الذي تعتقد أنه يجب أن أشتريه؟,363321315,Alibaba,,7271,https://www.trendyol.com/ar/pname-p-363321315,OK,,,94.23076923076923
product-core_content-name_927819804_35,927819804_35,product-core,content-name,2025-04-16 11:32:05.602086 UTC,tr-tr,SHOES BALTA,ar-ae,,أحذية فأس,927819804,,,61443,,Not OK,,,100.0
product-core_content-name_639549190_1,639549190_1,product-core,content-name,2023-12-16 14:51:30.626890 UTC,tr-tr,Camp Day And Night Cep Logo Tasarımlı Siyah Tişört,ar-ae,Camp Day And Night Black T-Shirt with Pocket Logo Design,تي شيرت أسود للنهار والليل مع تصميم شعار الجيب,639549190,,,24791,https://www.trendyol.com/ar/pname-p-639549190,OK,,,100.0
product-core_content-name_932751593_1,932751593_1,product-core,content-name,2025-05-07 09:15:47.114868 UTC,tr-tr,Softride Mayve Kadın Bej Koşu Ayakkabısı 31016016,ar-ae,Softride Fruit Women's Beige Running Shoes 31016016,حذاء الجري Softride Fruit للسيدات باللون البيج 31016016,932751593,Alibaba,2657266.0,17539,https://www.trendyol.com/ar/pname-p-932751593,OK,,,56.25
product-core_content-name_968408700_1,968408700_1,product-core,content-name,2025-08-08 12:46:21.281708 UTC,tr-tr,Breaknet 2.0 Kadın Günlük Ayakkabı HP9445 Beyaz,ar-ae,Breaknet 2.0 Women's Casual Shoes HP9445 White,حذاء بريكنت 2.0 نسائي كاجوال HP9445 أبيض,968408700,Alibaba,1012844.0,77027,https://www.trendyol.com/ar/pname-p-968408700,OK,,,75.75757575757575
product-core_content-name_904684454_1,904684454_1,product-core,content-name,2025-06-17 13:49:17.743350 UTC,tr-tr,Poliviskon palazzo pantolon,ar-ae,Palazzo Trousers of Polyviscon,بنطلون بوليفيسكون بالازو,904684454,Alibaba,,32833,https://www.trendyol.com/ar/pname-p-904684454,OK,,,100.0
ugc-rr_customer-review_828498459_41325157,828498459_41325157,ugc-rr,customer-review,2025-01-13 21:29:18.743438 UTC,tr-tr,çok hafif ayakkabı rahat orijinal mi pek Anlayamadım ama kullanışlı beğendim,ar-ae,,حذاء خفيف جداً، مريح، هل هو أصلي؟ لم أفهمها لكني أحببتها مفيدة,828498459,,,671,,Evaluation Blocked,,,108.51063829787233
product-core_content-description_922691514_1,922691514_1,product-core,content-description,2025-05-11 00:48:18.754314 UTC,tr-tr,Response Runner Unisex Spor Koşu Rahat Günlük Kullanım Ayakkabısı Sneaker,ar-ae,,حذاء رياضي مريح للجري للاستخدام اليومي للجنسين من Response Runner,922691514,Alibaba,4010695.0,48103,https://www.trendyol.com/ar/pname-p-922691514,OK,,,75.0
ugc-rr_customer-review_217937269_25066931,217937269_25066931,ugc-rr,customer-review,2025-06-14 22:17:14.885988 UTC,tr-tr,turkuaz istedim mavi yollamislar,ar-ae,I wanted turquoise but they sent me blue,أردت اللون الفيروزي، أرسلوا لي اللون الأزرق,217937269,Alibaba,,51133,https://www.trendyol.com/ar/pname-p-217937269,OK,,,102.77777777777777
